Wall time,Step,Value
1515451445.48687,1647,0.7599999904632568
1515451447.531659,1648,0.7599999904632568
1515451455.935922,1652,0.8299999833106995
1515451464.215252,1656,0.7200000286102295
1515451466.287313,1657,0.7200000286102295
1515451476.725678,1662,0.7699999809265137
1515451495.341362,1671,0.7900000214576721
1515451505.682866,1676,0.8299999833106995
1515451511.930715,1679,0.75
1515451526.388742,1686,0.8799999952316284
1515451532.637421,1689,0.7400000095367432
1515451540.968278,1693,0.7900000214576721
1515451555.510491,1700,0.7599999904632568
1515451592.927567,1718,0.7900000214576721
1515451595.013207,1719,0.7799999713897705
1515451597.087591,1720,0.800000011920929
1515451636.859305,1739,0.8399999737739563
1515451638.938081,1740,0.75
1515451643.141638,1742,0.800000011920929
1515451653.50321,1747,0.8100000023841858
1515451659.704769,1750,0.7699999809265137
1515451674.285637,1757,0.8199999928474426
1515451682.648903,1761,0.7599999904632568
1515451684.760064,1762,0.7599999904632568
1515451690.947645,1765,0.7300000190734863
1515451695.118422,1767,0.800000011920929
1515451697.189766,1768,0.7300000190734863
1515451707.558666,1773,0.7900000214576721
1515451709.69003,1774,0.7599999904632568
1515451711.764142,1775,0.75
1515451717.943897,1778,0.7099999785423279
1515451722.092453,1780,0.7799999713897705
1515451726.29205,1782,0.8299999833106995
1515451728.353819,1783,0.7599999904632568
1515451732.538678,1785,0.7699999809265137
1515451736.706974,1787,0.800000011920929
1515451738.783139,1788,0.7099999785423279
1515451742.967947,1790,0.8700000047683716
1515451747.149286,1792,0.7799999713897705
1515451753.361866,1795,0.7900000214576721
1515451761.61826,1799,0.8199999928474426
1515451769.973208,1803,0.7900000214576721
1515451786.587861,1811,0.800000011920929
1515451792.843175,1814,0.75
1515451797.053332,1816,0.800000011920929
1515451799.091961,1817,0.7699999809265137
1515451805.30552,1820,0.75
1515451809.468417,1822,0.8399999737739563
1515451811.534258,1823,0.7699999809265137
1515451813.64984,1824,0.7400000095367432
1515451840.623088,1837,0.800000011920929
1515451861.403659,1847,0.7900000214576721
1515451867.603104,1850,0.8199999928474426
1515451871.802343,1852,0.7900000214576721
1515451898.978411,1865,0.8299999833106995
1515451901.028547,1866,0.7699999809265137
1515451911.453248,1871,0.7699999809265137
1515451919.78894,1875,0.75
1515451921.854407,1876,0.7799999713897705
1515451936.488879,1883,0.8199999928474426
1515451944.778006,1887,0.8299999833106995
1515451948.889221,1889,0.8100000023841858
1515451950.992158,1890,0.75
1515451953.070619,1891,0.8100000023841858
1515451961.358452,1895,0.8299999833106995
1515451971.677057,1900,0.8199999928474426
1515451973.769764,1901,0.8500000238418579
1515451977.890257,1903,0.7200000286102295
1515451982.003434,1905,0.7900000214576721
1515451988.259517,1908,0.9300000071525574
1515451992.468209,1910,0.7799999713897705
1515451994.579699,1911,0.7300000190734863
1515452013.310712,1920,0.8500000238418579
1515452023.690615,1925,0.8500000238418579
1515452029.917126,1928,0.8100000023841858
1515452040.357961,1933,0.7699999809265137
1515452048.677466,1937,0.7400000095367432
1515452059.076206,1942,0.8500000238418579
1515452061.13331,1943,0.7900000214576721
1515452063.211848,1944,0.800000011920929
1515452075.72275,1950,0.8100000023841858
1515452086.120105,1955,0.7900000214576721
1515452100.624379,1962,0.7599999904632568
1515452104.79558,1964,0.8399999737739563
1515452119.335793,1971,0.8799999952316284
1515452138.10522,1980,0.7799999713897705
1515452150.573606,1986,0.800000011920929
1515452154.737201,1988,0.75
1515452165.163034,1993,0.8299999833106995
1515452167.224631,1994,0.7599999904632568
1515452200.477036,2010,0.8899999856948853
1515452212.887529,2016,0.800000011920929
1515452217.051728,2018,0.8799999952316284
1515452231.683467,2025,0.8100000023841858
1515452262.931524,2040,0.8799999952316284
1515452265.047198,2041,0.8299999833106995
1515452281.808238,2049,0.8700000047683716
1515452286.011343,2051,0.8399999737739563
1515452292.293894,2054,0.8299999833106995
1515452294.350201,2055,0.7400000095367432
1515452298.489988,2057,0.7599999904632568
1515452308.923091,2062,0.7900000214576721
1515452319.262321,2067,0.7900000214576721
1515452333.860304,2074,0.8500000238418579
1515452337.997451,2076,0.8100000023841858
1515452344.207739,2079,0.8799999952316284
1515452350.40298,2082,0.8500000238418579
1515452358.804956,2086,0.7799999713897705
1515452367.109801,2090,0.8100000023841858
1515452371.317794,2092,0.8199999928474426
1515452373.382688,2093,0.8399999737739563
1515452377.513111,2095,0.8399999737739563
1515452398.362269,2105,0.800000011920929
1515452406.590779,2109,0.800000011920929
1515452410.790684,2111,0.7900000214576721
1515452421.073345,2116,0.8199999928474426
1515452439.83775,2125,0.8100000023841858
1515452452.339228,2131,0.7599999904632568
1515452460.627855,2135,0.8299999833106995
1515452466.801777,2138,0.8100000023841858
1515452473.124109,2141,0.8100000023841858
1515452479.385028,2144,0.7900000214576721
1515452483.574929,2146,0.8100000023841858
1515452485.643241,2147,0.8600000143051147
1515452492.110777,2150,0.8700000047683716
1515452508.773992,2158,0.8500000238418579
1515452510.826427,2159,0.7699999809265137
1515452525.962779,2166,0.8100000023841858
1515452530.311635,2168,0.8199999928474426
1515452543.150123,2174,0.7200000286102295
1515452545.225181,2175,0.8100000023841858
1515452547.299789,2176,0.8399999737739563
1515452549.403254,2177,0.8100000023841858
1515452555.765564,2180,0.7799999713897705
1515452559.95606,2182,0.7900000214576721
1515452576.537279,2190,0.8799999952316284
1515452578.704182,2191,0.7300000190734863
1515452582.955439,2193,0.7699999809265137
1515452585.195438,2194,0.8799999952316284
1515452587.557518,2195,0.8899999856948853
1515452589.715389,2196,0.7900000214576721
1515452591.954074,2197,0.8600000143051147
1515452611.260492,2206,0.8600000143051147
1515452626.085255,2213,0.800000011920929
1515452630.289793,2215,0.8700000047683716
1515452636.624829,2218,0.8700000047683716
1515452645.853009,2222,0.9100000262260437
1515452654.60013,2226,0.8600000143051147
1515452662.924992,2230,0.800000011920929
1515452700.535877,2248,0.8799999952316284
1515452704.645607,2250,0.8399999737739563
1515452712.916559,2254,0.8500000238418579
1515452719.190632,2257,0.8700000047683716
1515452723.393919,2259,0.8399999737739563
1515452742.140384,2268,0.7699999809265137
1515452744.228873,2269,0.7900000214576721
1515452750.507271,2272,0.8500000238418579
1515452752.577137,2273,0.8399999737739563
1515452758.792326,2276,0.8299999833106995
1515452765.02502,2279,0.7900000214576721
1515452767.106311,2280,0.8399999737739563
1515452781.624877,2287,0.8899999856948853
1515452789.880299,2291,0.8100000023841858
1515452791.992886,2292,0.8600000143051147
1515452794.061012,2293,0.8600000143051147
1515452800.305465,2296,0.800000011920929
1515452804.438279,2298,0.8500000238418579
1515452808.57259,2300,0.8100000023841858
1515452810.681293,2301,0.8700000047683716
1515452814.825221,2303,0.8600000143051147
1515452823.157799,2307,0.7699999809265137
1515452825.222084,2308,0.8299999833106995
1515452833.507072,2312,0.8500000238418579
1515452839.668468,2315,0.7900000214576721
1515452854.280687,2322,0.8199999928474426
1515452858.451957,2324,0.8500000238418579
1515452862.594134,2326,0.7400000095367432
1515452885.477774,2337,0.7900000214576721
1515452900.511657,2344,0.8899999856948853
1515452909.015558,2348,0.8199999928474426
1515452926.160817,2356,0.8100000023841858
1515452932.510565,2359,0.8799999952316284
1515452936.85334,2361,0.8700000047683716
1515452947.663411,2366,0.7699999809265137
1515452969.020183,2376,0.8700000047683716
1515452971.150483,2377,0.8299999833106995
1515452998.915299,2390,0.8500000238418579
1515453017.79898,2399,0.8799999952316284
1515453049.032474,2414,0.8299999833106995
1515453055.300119,2417,0.8199999928474426
1515453057.379364,2418,0.8299999833106995
1515453074.090045,2426,0.8199999928474426
1515453082.388305,2430,0.8600000143051147
1515453092.848667,2435,0.8500000238418579
1515453105.40901,2441,0.8799999952316284
1515453107.498462,2442,0.8999999761581421
1515453115.846669,2446,0.8299999833106995
1515453132.726221,2454,0.8600000143051147
1515453160.067892,2467,0.8600000143051147
1515453162.133376,2468,0.8799999952316284
1515453166.30713,2470,0.8600000143051147
1515453176.846621,2475,0.8899999856948853
1515453178.932684,2476,0.8199999928474426
1515453183.192115,2478,0.7900000214576721
1515453204.637159,2487,0.8299999833106995
1515453206.812215,2488,0.8100000023841858
1515453208.870782,2489,0.8799999952316284
1515453245.571328,2506,0.8600000143051147
1515453247.722235,2507,0.8500000238418579
1515453249.824354,2508,0.8999999761581421
1515453260.462729,2513,0.8500000238418579
1515453279.617709,2522,0.8100000023841858
1515453284.00453,2524,0.8700000047683716
1515453286.283851,2525,0.800000011920929
1515453300.108688,2531,0.8100000023841858
1515453308.863785,2535,0.8799999952316284
1515453313.202907,2537,0.7300000190734863
1515453317.659468,2539,0.9100000262260437
1515453321.930628,2541,0.8600000143051147
1515453330.381477,2545,0.8700000047683716
1515453335.010767,2547,0.8299999833106995
1515453337.413236,2548,0.8500000238418579
1515453346.486373,2552,0.8999999761581421
1515453348.549129,2553,0.8500000238418579
1515453352.866449,2555,0.8299999833106995
1515453359.134025,2558,0.800000011920929
1515453365.398042,2561,0.800000011920929
1515453380.25115,2568,0.8500000238418579
1515453395.046358,2575,0.8199999928474426
1515453405.913941,2580,0.8399999737739563
1515453407.998781,2581,0.8299999833106995
1515453420.963824,2587,0.7900000214576721
1515453425.169807,2589,0.8100000023841858
1515453429.79157,2591,0.8500000238418579
1515453434.115967,2593,0.8799999952316284
1515453436.26172,2594,0.8299999833106995
1515453446.758193,2599,0.8399999737739563
1515453457.81885,2604,0.8700000047683716
1515453462.241603,2606,0.8600000143051147
1515453477.159222,2613,0.8799999952316284
1515453479.524476,2614,0.8700000047683716
1515453488.055924,2618,0.75
1515453490.318238,2619,0.8299999833106995
1515453504.921415,2626,0.8500000238418579
1515453543.199206,2644,0.8199999928474426
1515453547.485315,2646,0.8399999737739563
1515453556.02061,2650,0.8999999761581421
1515453558.114515,2651,0.8100000023841858
1515453566.380888,2655,0.8899999856948853
1515453583.025091,2663,0.8500000238418579
1515453587.182893,2665,0.8299999833106995
1515453591.359608,2667,0.8899999856948853
1515453603.867998,2673,0.8199999928474426
1515453622.717418,2682,0.8899999856948853
1515453635.584396,2688,0.8399999737739563
1515453637.729405,2689,0.8100000023841858
1515453641.960925,2691,0.8199999928474426
1515453658.684959,2699,0.8600000143051147
1515453664.91995,2702,0.8999999761581421
1515453671.233409,2705,0.8299999833106995
1515453683.787768,2711,0.8799999952316284
1515453687.963276,2713,0.8399999737739563
1515453692.154899,2715,0.8899999856948853
1515453702.563754,2720,0.7900000214576721
1515453704.668117,2721,0.8899999856948853
1515453706.700703,2722,0.8199999928474426
1515453712.954427,2725,0.8399999737739563
1515453719.281767,2728,0.7599999904632568
1515453723.596222,2730,0.8999999761581421
1515453736.214239,2736,0.8899999856948853
1515453740.416964,2738,0.8999999761581421
1515453742.571085,2739,0.800000011920929
1515453753.070348,2744,0.8899999856948853
1515453767.753716,2751,0.8500000238418579
1515453771.946469,2753,0.8500000238418579
1515453784.461829,2759,0.8299999833106995
1515453801.387407,2767,0.8100000023841858
1515453822.344988,2777,0.8700000047683716
1515453826.550323,2779,0.8799999952316284
1515453839.185313,2785,0.8799999952316284
1515453845.544032,2788,0.8199999928474426
1515453849.715996,2790,0.8299999833106995
1515453855.954525,2793,0.8799999952316284
1515453860.113923,2795,0.8700000047683716
1515453862.193487,2796,0.8500000238418579
1515453870.592523,2800,0.8199999928474426
1515453881.220586,2805,0.8799999952316284
1515453887.468447,2808,0.8399999737739563
1515453889.515225,2809,0.8500000238418579
1515453895.825758,2812,0.8399999737739563
1515453902.041436,2815,0.8399999737739563
1515453908.328678,2818,0.8799999952316284
1515453914.600654,2821,0.8600000143051147
1515453922.910085,2825,0.8899999856948853
1515453933.25919,2830,0.8600000143051147
1515453943.661658,2835,0.8399999737739563
1515453949.85291,2838,0.8100000023841858
1515453956.073804,2841,0.8399999737739563
1515453958.144363,2842,0.9300000071525574
1515453972.809879,2849,0.8799999952316284
1515453974.93143,2850,0.8799999952316284
1515453977.013191,2851,0.8999999761581421
1515453985.355481,2855,0.9200000166893005
1515453993.685096,2859,0.8899999856948853
1515453995.767986,2860,0.8999999761581421
1515453997.907118,2861,0.9300000071525574
